year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual
1915,6.67,10.56,8.89,8.33,18.89,24.44,31.67,27.22,23.89,17.78,11.11,6.11,6.11
1916,6.11,NA,NA,16.67,25.56,26.67,27.22,30.56,23.33,19.44,11.11,8.89,NA
1917,3.89,-2.22,11.67,18.89,16.11,24.44,28.89,28.33,20.56,NA,9.44,2.78,NA
1918,1.67,12.22,18.33,10,21.67,21.11,27.78,26.11,21.11,21.11,15,6.11,1.67
1919,5,7.22,15.56,NA,21.67,23.33,25,21.67,21.11,NA,10,10,NA
1920,2.22,4.44,8.89,16.67,22.22,24.44,26.67,25,20,15.56,8.89,4.44,2.22
1921,-1.11,11.11,14.44,15.56,15.56,26.67,NA,22.78,30.56,14.44,12.22,12.78,NA
1922,0,-0.56,NA,10,15.56,26.11,26.11,25.56,24.44,17.22,8.33,1.11,NA
1923,3.89,-0.56,NA,1.11,19.44,26.11,26.67,25.56,24.44,12.78,12.78,5,NA
1924,-4.44,7.22,9.44,15.56,NA,30,24.44,28.89,18.33,15.56,12.78,8.89,NA
1925,0,10,11.67,16.67,20,28.33,31.11,26.67,28.33,12.22,4.44,1.67,0
1926,3.89,8.33,8.33,15,22.78,21.11,26.67,31.67,23.33,15.56,10,4.44,3.89
1927,0.56,7.22,3.89,15.56,19.44,20.56,25.56,26.67,23.33,18.33,10,NA,NA
1928,NA,NA,NA,NA,12.22,21.11,29.44,NA,21.67,NA,8.33,6.67,NA
1929,6.11,4.44,15,20.56,20.56,21.11,24.44,27.78,20,17.78,4.44,3.33,3.33
1930,3.33,7.78,6.67,20,26.11,25,24.44,27.78,23.89,15.56,8.89,3.33,3.33
1931,5.56,10.56,9.44,11.11,20.56,28.89,31.11,26.11,25,20,13.33,7.78,5.56
1932,10.56,8.89,5.56,17.78,19.44,27.78,30,25.56,21.11,20,10,1.11,1.11
1933,6.67,2.78,12.78,18.33,28.33,25,25,25,25.56,18.33,14.44,8.89,2.78
1934,2.22,-0.56,8.33,13.89,17.22,23.89,30.56,26.67,24.44,21.67,12.78,6.67,-0.56
1935,3.89,5.56,12.78,NA,21.11,28.89,26.11,25,21.67,19.44,10,1.67,NA
1936,1.67,4.44,13.89,12.22,24.44,23.89,21.11,25.56,25,17.22,10,5.56,1.67
1937,10,6.67,8.33,17.78,21.67,24.44,26.67,25.56,21.11,14.44,5.56,3.89,3.89
1938,4.44,11.67,15.56,14.44,23.33,26.11,23.89,26.67,21.11,18.89,3.33,4.44,3.33
1939,10,5,11.67,17.78,18.89,27.78,26.67,27.22,25.56,17.78,11.67,6.11,5
1940,0,7.78,7.78,12.78,21.11,25.56,24.44,25,NA,21.11,9.44,11.11,NA
1941,8.33,7.22,9.44,18.33,23.89,26.67,28.89,28.33,26.67,20.56,13.89,7.78,7.22
1942,5,7.22,11.11,17.78,22.22,28.33,28.33,26.67,20,17.22,12.78,8.33,5
1943,5,4.44,6.67,15,23.89,29.44,21.67,30,22.78,16.67,11.67,0.56,0.56
1944,3.33,6.67,12.78,15.56,22.22,27.78,26.11,24.44,22.22,18.89,11.11,2.22,2.22
1945,7.22,6.67,20.56,20.56,17.22,28.33,NA,29.44,22.22,15,10.56,2.78,NA
1946,5.56,11.11,10.56,15.56,23.33,25.56,NA,25.56,21.11,17.78,13.33,7.78,NA
1947,5,0,5.56,18.33,22.22,17.78,26.11,26.67,17.22,18.33,6.67,3.33,0
1948,-1.11,-0.56,10.56,19.44,22.22,26.67,27.22,24.44,20.56,15.56,12.78,1.11,-1.11
1949,3.89,6.11,11.67,13.89,22.78,22.22,25.56,22.22,18.89,17.22,10.56,2.78,2.78
1950,6.67,11.11,6.11,12.22,22.22,25,22.22,29.44,17.78,17.78,-3.89,1.67,-3.89
1951,5.56,2.22,5.56,16.67,18.89,26.11,26.11,29.44,20,17.22,7.22,2.78,2.22
1952,3.89,6.11,NA,15.56,20,21.67,27.22,22.78,22.22,10,9.44,5.56,NA
1953,6.11,7.22,12.78,NA,NA,26.11,27.78,26.67,21.11,19.44,NA,3.89,NA
1954,2.78,7.78,NA,16.11,16.11,26.11,28.33,27.22,26.11,15,NA,5,NA
1955,3.89,0.56,6.67,15.56,21.67,21.67,28.33,25.56,21.11,19.44,7.22,4.44,0.56
1956,2.22,6.67,8.89,12.22,19.44,26.11,31.67,26.11,14.44,15,8.33,8.33,2.22
1957,2.78,11.67,6.67,16.11,20,21.11,25.56,27.78,16.11,12.22,11.11,0.56,0.56
1958,3.33,-1.67,8.33,10.56,13.33,22.78,28.33,24.44,21.67,12.78,13.89,0,-1.67
1959,2.22,5,11.11,10,23.89,26.67,26.67,28.89,19.44,14.44,4.44,6.11,2.22
1960,NA,3.89,0,13.33,19.44,25.56,NA,27.22,24.44,17.22,10,2.78,NA
1961,0,1.11,8.89,16.11,20,18.33,26.67,20.56,17.22,16.11,7.78,5,0
1962,-3.33,8.89,2.78,15,22.78,25.56,28.33,29.44,22.78,16.11,10.56,-1.11,-3.33
1963,1.11,5,15,15.56,17.22,22.78,27.22,28.33,17.78,18.33,11.11,2.22,1.11
1964,4.44,5.56,8.89,15.56,15.56,26.11,26.67,24.44,18.33,13.89,11.11,6.11,4.44
1965,1.67,5.56,7.22,8.89,25.56,21.11,27.78,27.78,21.67,16.67,16.11,7.78,1.67
1966,1.67,5.56,9.44,17.22,21.11,23.89,27.78,27.78,24.44,18.33,8.89,4.44,1.67
1967,8.89,1.67,13.89,20,12.78,22.22,26.67,22.22,21.67,19.44,9.44,9.44,1.67
1968,-1.11,6.11,8.89,17.22,23.89,25,25,25.56,23.89,16.67,8.89,6.11,-1.11
1969,3.33,0.56,10.56,18.89,23.89,28.89,30,21.67,20.56,16.67,9.44,9.44,0.56
1970,-1.67,8.33,12.78,20,24.44,27.22,30.56,26.11,23.33,18.33,8.33,6.11,-1.67
1971,5,3.89,4.44,16.67,20,28.89,28.33,26.67,26.11,20.56,6.11,7.22,3.89
1972,7.78,7.22,13.33,13.89,19.44,23.89,27.78,28.89,26.11,17.78,8.89,6.67,6.67
1973,0.56,5,17.22,15.56,23.33,25,29.44,27.22,26.11,18.33,11.67,6.67,0.56
1974,10,7.22,15,18.33,22.22,25.56,27.78,28.33,19.44,18.33,13.33,6.67,6.67
1975,6.67,3.33,8.33,17.78,21.11,28.33,25,26.67,22.22,20,12.78,6.11,3.33
1976,3.89,10,15.56,22.22,21.67,21.67,26.67,22.78,20.56,14.44,6.11,6.11,3.89
1977,-1.67,7.22,15.56,18.33,23.89,27.22,28.33,24.44,26.11,17.22,13.33,7.22,-1.67
1978,2.78,4.44,5.56,19.44,18.33,28.89,26.67,28.89,23.89,20.56,11.67,7.22,2.78
1979,2.78,2.22,13.89,21.11,22.78,23.33,23.89,27.78,16.67,17.78,8.33,7.22,2.22
1980,6.11,2.78,-2.22,18.89,21.11,26.11,30,29.44,16.67,13.89,10.56,1.11,-2.22
1981,3.89,7.22,9.44,18.89,21.11,28.33,22.78,22.22,24.44,8.89,12.22,4.44,3.89
1982,-1.11,3.33,11.67,14.44,25,23.89,30,27.78,17.78,9.44,12.22,6.11,-1.11
1983,0,2.22,6.67,12.22,22.22,24.44,30,28.89,21.67,17.78,13.33,-3.89,-3.89
1984,2.78,7.22,10.56,12.78,22.22,26.11,25,27.78,21.11,21.11,7.22,6.67,2.78
1985,-1.67,7.22,12.78,17.78,23.33,28.89,28.33,26.11,22.78,16.11,16.67,2.22,-1.67
1986,1.67,9.44,10.56,18.89,25,28.33,32.22,18.89,26.11,19.44,8.89,8.33,1.67
1987,4.44,5,8.33,11.67,25,28.33,32.22,31.11,23.89,17.78,13.33,10,4.44
1988,0,6.67,11.67,17.22,23.33,25.56,26.67,25,24.44,18.33,11.11,5,0
1989,7.78,3.89,3.33,9.44,21.67,28.33,29.44,23.33,19.44,13.89,10.56,-2.22,-2.22
1990,11.11,11.11,13.89,18.33,23.33,28.89,29.44,30.56,25.56,16.67,11.67,7.22,7.22
1991,6.11,5.56,13.33,18.33,18.89,26.11,28.89,26.67,23.33,21.11,6.67,9.44,5.56
1992,8.89,10.56,15.56,15.56,11.11,21.67,31.11,23.33,18.33,17.78,13.33,7.22,7.22
1993,7.78,5.56,6.11,12.78,23.89,27.78,33.89,30.56,26.11,11.11,13.89,5,5
1994,-2.22,7.78,17.22,20.56,17.78,27.78,27.78,28.33,21.67,13.89,11.67,8.89,-2.22
1995,5.56,4.44,12.22,22.22,24.44,25,31.67,27.22,13.89,16.67,10,7.22,4.44
1996,1.67,0,6.67,16.67,22.22,27.22,27.78,29.44,21.67,18.33,12.78,7.22,0
1997,5,6.11,17.78,20,22.22,18.89,26.67,25.56,21.67,15.56,11.11,7.78,5
1998,7.78,8.33,10,19.44,25,27.78,32.78,30,27.22,17.78,15.56,5,5
1999,4.44,8.33,10,10.56,12.78,23.89,22.78,30.56,21.11,16.67,15.56,10,4.44
2000,1.67,13.33,15.56,11.67,27.78,28.33,NA,NA,NA,NA,NA,NA,NA
2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,NA,NA,NA,NA,NA,NA,NA,23.89,23.33,14.44,9.44,6.67,NA
2003,2.78,2.78,10,9.44,17.78,26.67,NA,26.67,21.11,17.78,8.89,5,NA
2004,0,2.78,12.78,16.11,21.11,27.78,27.78,25,22.78,18.33,8.89,2.22,0
2005,1.11,5.56,5,15,17.22,21.67,28.33,27.22,27.78,16.11,11.67,4.44,1.11
2006,8.89,7.78,11.67,17.78,17.22,22.22,23.89,19.44,22.78,13.89,7.78,5,5
2007,2.78,5.56,11.67,11.11,21.67,21.11,24.44,28.89,22.78,17.78,11.11,9.44,2.78
2008,3.33,7.78,7.78,12.78,21.67,28.33,30,25,19.44,12.78,7.78,5,3.33
2009,1.11,4.44,6.11,11.11,17.78,26.11,28.89,28.33,23.33,14.44,10,5.56,1.11
2010,2.78,3.89,5.56,20.56,24.44,30,28.33,29.44,22.22,21.67,13.33,2.22,2.22
2011,-0.56,3.89,6.67,16.11,20.56,32.22,28.89,27.78,20.56,16.11,10,11.11,-0.56
2012,3.33,7.78,13.33,16.67,21.11,20.56,28.89,25.56,21.67,15.56,8.33,9.44,3.33
2013,3.33,7.78,7.22,11.67,16.67,26.67,24.44,20.56,22.78,16.11,8.33,7.22,3.33
2014,-2.22,0,2.78,14.44,20,27.22,27.78,22.78,17.78,20.56,6.11,7.78,-2.22
2015,-0.56,0.56,6.11,14.44,21.11,26.67,27.22,27.22,22.22,16.67,11.11,11.11,-0.56
2016,3.33,3.89,14.44,16.67,20.56,24.44,31.11,30,23.89,18.89,10.56,3.89,3.33
2017,4.44,8.89,6.11,18.33,20,21.11,27.78,25.56,21.67,17.78,10.56,5,4.44
2018,0.56,8.33,11.11,11.11,25,25,27.78,28.89,24.44,12.78,7.22,5,0.56
2019,6.11,9.44,10.56,11.67,23.33,22.22,30.56,26.11,27.78,21.11,5.56,8.33,5.56
2020,NA,6.67,12.22,15.56,20.56,21.67,27.22,26.67,21.67,18.89,14.44,3.89,NA
2021,6.67,4.44,10.56,12.22,20.56,26.67,26.67,NA,NA,17.78,10,6.67,NA
2022,4.44,7.22,12.78,11.11,20.56,27.22,26.11,26.11,17.22,15.56,10,-2.22,-2.22
2023,8.89,9.44,11.11,9.44,17.22,26.11,25,24.44,21.67,17.22,7.22,8.33,7.22
2024,3.89,8.89,9.44,18.33,22.78,27.22,27.78,24.44,25,16.67,11.11,6.67,3.89
2025,-0.56,6.67,8.89,19.44,20,25.56,30.56,23.33,22.78,12.22,NA,NA,NA
