year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual
1926,24.44,23.89,28.33,31.11,38.33,39.44,40.56,37.22,37.78,35,31.11,25.56,40.56
1927,27.22,29.44,31.11,33.33,36.67,37.78,37.78,37.22,38.33,32.78,28.89,NA,NA
1928,NA,NA,NA,NA,34.44,36.67,36.11,NA,33.89,NA,24.44,23.33,NA
1929,22.22,25.56,33.33,32.78,33.33,36.67,37.78,37.78,33.89,30,36.67,26.67,37.78
1930,25,28.89,23.33,33.33,34.44,36.11,40,38.33,36.11,30.56,26.11,21.11,40
1931,22.78,22.22,23.33,30,33.89,37.78,40.56,39.44,41.67,33.33,28.89,25,41.67
1932,22.78,23.33,25,33.33,35.56,39.44,41.67,37.22,36.67,30,25,25.56,41.67
1933,25.56,26.11,30.56,30.56,37.78,40.56,38.33,40.56,36.67,34.44,27.78,27.22,40.56
1934,24.44,26.11,28.33,32.22,33.33,39.44,40,38.33,35,32.78,29.44,23.33,40
1935,25,23.33,30.56,NA,36.11,38.89,36.11,40,33.89,31.11,28.33,21.67,NA
1936,23.33,25.56,31.67,33.89,36.11,40,40,38.33,36.67,32.22,27.78,23.33,40
1937,26.67,25,26.67,32.22,36.67,37.22,37.22,34.44,33.89,34.44,27.22,21.11,37.22
1938,25,26.67,31.67,33.89,38.33,35.56,35,39.44,35.56,31.67,27.22,25,39.44
1939,25,25,30.56,31.67,36.11,41.67,40.56,38.33,40.56,34.44,27.22,24.44,41.67
1940,18.33,21.67,27.78,33.89,36.11,38.33,39.44,36.11,NA,32.22,28.33,23.89,NA
1941,22.22,20.56,23.33,33.89,40.56,36.11,37.78,37.78,36.67,33.89,27.78,26.11,40.56
1942,23.33,21.67,29.44,34.44,34.44,37.22,40.56,37.78,39.44,31.11,29.44,28.89,40.56
1943,29.44,27.78,31.11,33.33,35,40.56,36.67,38.33,35.56,32.78,28.89,25.56,40.56
1944,26.67,27.22,29.44,31.67,35.56,38.89,37.78,36.67,39.44,33.33,26.11,20.56,39.44
1945,20,30.56,33.33,32.22,37.22,40,NA,35,36.11,32.78,29.44,21.11,NA
1946,24.44,25,29.44,34.44,32.22,36.67,NA,36.11,32.78,28.89,28.33,26.11,NA
1947,26.67,23.89,23.89,31.11,34.44,37.78,34.44,35.56,35,30,22.22,23.89,37.78
1948,22.22,26.67,30.56,31.11,33.89,37.78,36.11,38.89,32.78,27.22,28.89,26.11,38.89
1949,27.78,26.11,30.56,30,33.33,34.44,38.89,33.89,33.33,30,25.56,25.56,38.89
1950,27.78,26.67,30.56,31.67,33.33,38.89,34.44,36.11,32.78,30,29.44,23.89,38.89
1951,24.44,27.22,30,29.44,35,38.33,37.78,36.67,35.56,33.89,28.33,26.67,38.33
1952,26.11,23.89,NA,31.11,32.78,39.44,40.56,36.67,32.22,31.11,27.78,25.56,NA
1953,23.89,24.44,28.33,NA,NA,38.33,35.56,37.78,35,30.56,NA,26.11,NA
1954,24.44,25,NA,32.22,32.78,37.78,38.89,40,37.78,36.67,NA,20,NA
1955,23.33,23.33,29.44,30,35,32.22,34.44,35,33.89,32.22,29.44,26.11,35
1956,21.67,26.11,27.22,31.11,36.11,36.11,36.11,38.89,36.11,31.11,27.78,26.67,38.89
1957,26.11,27.22,26.67,31.11,33.89,35.56,37.22,37.78,38.33,27.22,27.78,23.33,38.33
1958,19.44,25.56,22.22,32.22,32.22,37.78,36.67,36.67,35.56,32.78,30,22.22,37.78
1959,26.11,26.67,26.67,30.56,35.56,37.78,37.78,37.22,33.89,31.67,29.44,22.22,37.78
1960,NA,22.78,26.67,33.33,35,35,NA,35,35,32.22,27.22,24.44,NA
1961,21.67,24.44,29.44,29.44,30.56,35,36.67,37.22,36.11,31.11,32.78,23.33,37.22
1962,25,27.78,28.33,30.56,36.11,33.89,37.22,36.11,36.67,31.67,25.56,22.78,37.22
1963,23.33,22.22,31.67,32.78,35,37.78,35,37.22,35,30.56,26.11,18.33,37.78
1964,22.78,17.78,26.67,31.11,35,36.11,33.89,34.44,33.33,31.67,28.89,25.56,36.11
1965,23.33,26.11,26.67,31.67,34.44,33.89,33.89,35,33.89,30,25.56,23.89,35
1966,25,21.11,27.78,30.56,32.22,34.44,36.67,35,35,30.56,26.67,25.56,36.67
1967,24.44,22.78,30,33.33,36.11,34.44,34.44,33.89,31.67,30,25,26.67,36.11
1968,22.22,18.89,29.44,32.78,32.22,34.44,37.22,38.89,32.22,32.22,27.22,23.33,38.89
1969,21.67,22.22,26.67,30,33.33,36.11,36.11,33.33,33.33,30,23.89,21.67,36.11
1970,25.56,23.33,26.67,33.33,34.44,38.33,37.78,36.67,36.11,31.67,26.11,25.56,38.33
1971,22.22,23.89,25,31.67,33.33,36.11,34.44,33.89,32.78,32.22,26.67,26.67,36.11
1972,24.44,25.56,26.11,32.22,30,35,35.56,36.11,36.11,31.67,27.78,26.67,36.11
1973,22.22,21.11,29.44,28.33,33.33,34.44,35,33.89,33.89,31.67,27.78,25.56,35
1974,26.67,25.56,32.78,31.11,33.33,34.44,35,34.44,32.78,30,30,25,35
1975,27.22,26.67,28.33,31.67,35,34.44,33.89,36.11,35,31.11,28.33,23.89,36.11
1976,23.89,26.11,29.44,31.67,30.56,33.89,36.67,35.56,31.11,28.33,23.33,20.56,36.67
1977,14.44,26.67,28.89,30.56,33.89,36.11,39.44,36.67,32.78,30.56,26.11,23.33,39.44
1978,21.11,21.67,27.22,32.22,34.44,37.78,37.78,35.56,35,30.56,27.22,28.33,37.78
1979,22.78,23.89,26.67,28.33,31.11,35.56,36.11,36.11,32.78,29.44,28.33,24.44,36.11
1980,20.56,25.56,26.11,33.33,31.67,36.11,40.56,38.89,37.78,30.56,26.11,23.89,40.56
1981,20,26.11,28.89,32.22,35,37.78,36.67,33.89,33.33,32.78,26.11,23.33,37.78
1982,24.44,26.67,30,29.44,33.89,35.56,36.11,35.56,33.33,30,27.22,26.11,36.11
1983,20,21.67,25,29.44,32.22,35,38.33,40,38.89,31.11,25,23.89,40
1984,20,24.44,28.33,30.56,32.22,37.22,35.56,33.89,35,31.67,27.22,26.11,37.22
1985,26.11,26.67,30.56,33.89,35.56,38.89,36.67,35,36.11,32.22,27.22,24.44,38.89
1986,23.33,27.22,30,35,35,37.78,40.56,38.89,36.11,36.11,28.89,25,40.56
1987,22.22,23.33,26.11,33.89,34.44,35.56,37.22,39.44,33.33,29.44,28.89,24.44,39.44
1988,21.67,24.44,27.22,32.22,34.44,37.78,37.78,37.78,36.11,30.56,27.22,23.89,37.78
1989,23.89,30,30,34.44,36.11,37.78,36.11,36.67,34.44,31.67,29.44,22.22,37.78
1990,25,28.89,30.56,32.22,35.56,38.89,38.89,36.67,37.22,32.78,27.78,26.11,38.89
1991,22.78,27.78,29.44,31.67,33.89,35,36.67,35.56,36.67,30,27.22,27.22,36.67
1992,20,25.56,28.89,31.11,33.89,34.44,37.78,35.56,33.33,28.89,26.67,22.78,37.78
1993,23.89,22.22,28.89,30.56,33.33,37.78,39.44,37.22,36.11,30.56,30.56,24.44,39.44
1994,22.78,26.11,30.56,32.78,35,36.11,35,35,34.44,29.44,28.33,24.44,36.11
1995,23.33,26.67,31.11,32.78,36.67,36.11,37.78,37.78,32.78,30.56,27.78,25.56,37.78
1996,22.78,29.44,26.67,31.11,37.78,38.89,40,34.44,35,31.11,27.22,25.56,40
1997,24.44,29.44,30.56,30,33.33,35,37.78,36.67,35.56,32.22,22.78,21.67,37.78
1998,24.44,25.56,30,28.89,35,40,38.89,38.33,35.56,31.11,28.33,28.33,40
1999,26.11,26.67,27.78,33.33,32.22,35.56,38.89,42.22,39.44,30.56,27.78,23.89,42.22
2000,25.56,25.56,28.89,29.44,38.89,40,NA,NA,NA,NA,NA,NA,NA
2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,NA,NA,NA,NA,NA,NA,NA,37.22,35.56,32.22,23.89,20.56,NA
2003,21.11,23.89,26.67,29.44,32.22,32.22,NA,31.67,30,27.78,27.78,19.44,NA
2004,24.44,22.22,27.78,31.67,34.44,35,36.67,33.89,30.56,30,28.89,25,36.67
2005,23.89,24.44,27.78,29.44,31.67,34.44,36.11,36.11,35,31.67,28.33,22.78,36.11
2006,24.44,23.89,28.33,31.67,36.11,35.56,36.67,35.56,32.78,30.56,26.67,24.44,36.67
2007,23.89,22.78,30.56,30.56,32.22,35.56,35,38.33,34.44,32.22,26.67,26.11,38.33
2008,23.33,26.11,26.11,28.33,32.78,36.11,36.67,36.67,33.33,29.44,24.44,25,36.67
2009,22.78,23.89,28.89,31.67,32.22,36.67,36.11,36.11,32.78,31.67,24.44,25.56,36.67
2010,21.67,19.44,25.56,31.67,34.44,38.33,36.67,35,35,30.56,25,22.22,38.33
2011,23.33,27.78,29.44,31.67,36.67,37.22,37.22,38.33,33.89,28.89,27.22,24.44,38.33
2012,23.89,26.67,28.89,32.78,33.89,40,38.89,34.44,32.78,31.11,28.89,24.44,40
2013,27.22,23.33,25.56,28.89,32.22,34.44,33.33,33.89,32.78,31.11,29.44,26.67,34.44
2014,20.56,27.78,27.22,30.56,34.44,35.56,35.56,37.22,35.56,31.67,26.67,23.89,37.22
2015,21.67,21.67,28.89,31.11,33.89,38.33,37.22,35.56,34.44,29.44,27.22,26.11,38.33
2016,19.44,25.56,28.89,31.67,32.22,37.22,37.78,35,33.33,30,27.22,26.11,37.78
2017,25.56,26.67,30.56,31.67,33.33,33.89,34.44,34.44,33.33,31.67,28.33,23.89,34.44
2018,23.33,27.22,27.78,28.89,34.44,35,35.56,33.89,33.89,32.22,26.67,22.22,35.56
2019,22.78,27.22,27.22,31.11,37.22,34.44,36.67,37.78,36.11,37.22,25.56,25.56,37.78
2020,NA,24.44,29.44,29.44,32.22,34.44,35.56,35.56,35.56,31.11,28.33,21.67,NA
2021,25,28.33,30,30.56,35,35,35,NA,NA,30,25.56,25.56,NA
2022,26.67,28.33,28.33,29.44,34.44,38.33,35.56,36.11,35.56,29.44,28.89,24.44,38.33
2023,23.33,27.78,28.33,30,32.78,33.33,35,37.22,33.33,28.33,27.78,25,37.22
2024,25,23.89,27.22,31.11,34.44,37.22,37.22,35,34.44,30.56,28.89,23.89,37.22
2025,25.56,26.67,27.22,30,33.33,36.11,36.67,33.89,34.44,30,NA,NA,NA
